,travel time,distance,hour of day,1st ranked,2nd ranked,3rd ranked,4d ranked,5th ranked,6th ranked,1st dist,2nd dist,3rd dist,4rd dist,5th dist,6th dist
4522,649,10465.391999999998,8,primary,residential,tertiary,unclassified,nan,nan,0.7742771603777482,0.1426891606162483,0.07326223422877999,0.009771444777223828,,
4523,661,11479.380000000001,23,primary,tertiary,residential,unclassified,nan,nan,0.6625308161242159,0.3245971472326903,0.008377368812601376,0.004494667830492588,,
4524,747,9406.624,17,primary,residential,unclassified,nan,nan,nan,0.9842916013226429,0.010223327731607005,0.00548507094575057,,,
4525,817,4997.383000000001,18,secondary,residential,unclassified,primary,secondary_link,tertiary,0.4515229271000441,0.23776644695833793,0.11162982705147874,0.11090564801617164,0.06954279870084001,0.018632352173127413
4526,335,2916.78,21,residential,unclassified,service,nan,nan,nan,0.8533591837574311,0.12091107316972825,0.025729743072840598,,,
4527,507,5503.707000000001,23,tertiary,unclassified,primary,residential,nan,nan,0.7724093960670506,0.10136022866042832,0.09818491427686828,0.028045460995652558,,
4528,577,6937.137000000001,19,primary,residential,unclassified,nan,nan,nan,0.8039501021819235,0.12293745964653718,0.07311243817153965,,,
4529,340,1084.635,15,service,primary,residential,unclassified,nan,nan,0.41682778077417754,0.3564351141167305,0.1791671852743089,0.047569919834783134,,
4530,1148,12797.261000000002,11,primary,unclassified,residential,primary_link,secondary,nan,0.8954952157340541,0.04359190611178439,0.02814524139188846,0.024667856660890164,0.00809978010138263,
4531,353,6643.893999999999,22,tertiary,primary,unclassified,nan,nan,nan,0.9032731407213901,0.08133498216557941,0.015391877113030403,,,
4532,1601,6723.839999999999,4,residential,unclassified,service,primary,primary_link,nan,0.7121329478393297,0.13822473467542357,0.0722468113458976,0.043407189939082436,0.03398831620026652,
4533,529,7142.198999999999,5,primary,tertiary,residential,unclassified,primary_link,nan,0.3119887866468017,0.3114421762821226,0.24197841589124022,0.10784241660026558,0.026748204579569966,
4534,1332,19981.297,18,secondary,tertiary,primary,secondary_link,nan,nan,0.8205378259479355,0.13433147007423996,0.027737839040178423,0.017392864937646444,,
4535,504,7798.636,2,primary,residential,unclassified,nan,nan,nan,0.8438487191862785,0.08461864356792649,0.0715326372457953,,,
4536,336,6689.214,10,primary,nan,nan,nan,nan,nan,1.0000000000000002,,,,,
4537,515,4292.164,12,tertiary,unclassified,primary,residential,service,nan,0.6799227615720183,0.12997103558950684,0.12589942975151927,0.03596181320191866,0.028244959885037016,
4538,715,10039.198999999997,13,secondary,tertiary,unclassified,primary,secondary_link,residential,0.6815795762191786,0.15765251789510304,0.05556787946926844,0.05520739254197472,0.03461750285057604,0.015375131023899419
4539,258,1177.7349999999997,14,service,primary,residential,unclassified,nan,nan,0.40106305747897464,0.32825890374320205,0.16500401193816952,0.10567402683965411,,
4540,514,3467.967,7,residential,unclassified,primary,nan,nan,nan,0.7093836244693216,0.16085995051279325,0.12975642501788512,,,
4541,495,6518.808,7,primary,residential,unclassified,nan,nan,nan,0.6449125361569171,0.27728320883204416,0.07780425501103884,,,
4542,613,7117.773,11,primary,residential,unclassified,nan,nan,nan,0.9486665281401925,0.03384822752846993,0.017485244331337906,,,
4543,696,9823.824,9,primary,tertiary,unclassified,primary_link,residential,nan,0.6444846731781839,0.2634393694349573,0.0567861354193642,0.019577610510937492,0.015712211456557035,
4544,532,7631.28,7,secondary,unclassified,primary,secondary_link,service,nan,0.7866841473514273,0.07310136700527305,0.07262713463534295,0.045540459791804266,0.022046891216152466,
4545,995,13049.814,18,secondary,residential,primary,secondary_link,unclassified,nan,0.8587884854144282,0.06427309998441356,0.04247095016066895,0.026631184168601947,0.0078362802718874,
4546,652,13562.884,2,secondary,tertiary,unclassified,primary,secondary_link,nan,0.8434529853680088,0.04892779441304667,0.04113114880286524,0.04086431764807544,0.025623753768003917,
4547,422,2370.849,19,residential,unclassified,nan,nan,nan,nan,0.6850440496210429,0.314955950378957,,,,
4548,465,5652.826999999999,1,primary,unclassified,nan,nan,nan,nan,0.9013136259078869,0.09868637409211359,,,,
4549,300,3408.9480000000003,3,primary,unclassified,nan,nan,nan,nan,0.939223478914903,0.060776521085097214,,,,
4550,1079,20631.197999999997,11,primary,tertiary,residential,nan,nan,nan,0.9136937661109163,0.05258254998085909,0.03372368390822482,,,
4551,525,2953.61,15,residential,unclassified,primary,nan,nan,nan,0.49234936230578846,0.35529775427358384,0.15235288342062764,,,
4552,666,12008.436,20,secondary,tertiary,unclassified,primary,secondary_link,residential,0.5067545848601764,0.36600070150684083,0.04645542516943923,0.04615405370024872,0.028940654719732034,0.005694580043562708
4553,780,9791.832999999999,1,tertiary,unclassified,primary,residential,nan,nan,0.8336673021282123,0.06455635017468131,0.05518690933556567,0.04658943836154069,,
4554,853,9699.491999999998,6,secondary,tertiary,primary,residential,secondary_link,nan,0.7054506565910875,0.1499328006044028,0.055384859330777324,0.05340176578319773,0.03582991769053473,
4555,831,8893.533,19,tertiary,unclassified,primary,residential,nan,nan,0.8688236722121565,0.06272614044384837,0.060761117094859825,0.007689070249134961,,
4556,900,14820.082999999999,22,primary,tertiary,unclassified,residential,nan,nan,0.5877049406538415,0.37116796174488365,0.03764196192423484,0.0034851356770404054,,
4557,663,8418.282000000001,2,tertiary,primary,residential,unclassified,nan,nan,0.8703282926373809,0.06419136351098714,0.03585553441901803,0.029624809432613444,,
4558,600,5537.945000000001,11,primary,unclassified,residential,nan,nan,nan,0.869373567270892,0.10073357536053537,0.029892857368572633,,,
4559,1049,10504.943,19,tertiary,unclassified,primary,residential,nan,nan,0.8889455183145684,0.053104238642703736,0.05144064084878899,0.006509602193938606,,
4560,721,8788.386999999999,5,tertiary,residential,unclassified,primary,nan,nan,0.7949961693767011,0.08003914711539217,0.06347660839241606,0.06148807511549048,,
4561,903,13029.837,23,primary,residential,primary_link,tertiary,unclassified,service,0.8468059116932928,0.10908332928493272,0.014760506981015956,0.013773387955659001,0.007848294648659075,0.007728569436440381
4562,1200,23807.5,2,motorway,primary,secondary,motorway_link,residential,unclassified,0.48630713010605897,0.3168154993174421,0.09224114249711225,0.04975562322797438,0.033576772025622176,0.021303832825790195
4563,670,7368.412,17,primary,tertiary,residential,unclassified,primary_link,service,0.3024106143901834,0.3018807851678217,0.26327531630967427,0.10453161413884024,0.025927024710344644,0.0019746452831356336
4564,901,10506.054999999998,7,secondary,primary,primary_link,unclassified,residential,nan,0.558849825172246,0.2971842428009372,0.06462197275761454,0.05309861789225358,0.02624534137694882,
4565,628,12466.768999999998,16,secondary,tertiary,primary,residential,secondary_link,nan,0.5488601737948301,0.345231390747675,0.043090956445892274,0.034940809443088264,0.02787666956851451,
4566,696,6341.174999999999,12,tertiary,residential,unclassified,primary,nan,nan,0.6837906224004225,0.14301781609875144,0.08797375880653036,0.08521780269429562,,
4567,565,4396.8949999999995,15,tertiary,residential,primary,unclassified,nan,nan,0.4722787330604894,0.3649921137530007,0.1229005923498287,0.03982856083668135,,
