,travel time,distance,hour of day,living_street,motorway,motorway_link,primary,primary_link,residential,road,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,others
6207,1218,18198.211,7,0.0,0.0,0.0,1866.7479999999998,486.5949999999999,707.115,0.0,7762.5700000000015,0.0,1135.012,6240.171000000001,0.0,0.0,0.0,0.0,0.0
6208,1894,10639.388,13,0.0,0.0,0.0,7583.898,534.346,1248.7150000000001,0.0,0.0,0.0,693.699,0.0,0.0,0.0,0.0,578.7300000000001,0.0
6209,228,476.02199999999993,20,0.0,0.0,0.0,0.0,0.0,476.02199999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6210,672,8161.627,1,0.0,0.0,0.0,1630.4859999999999,68.157,0.0,0.0,184.661,0.0,0.0,6278.323000000001,0.0,0.0,0.0,0.0,0.0
6211,1497,45101.092,9,0.0,23577.804,2510.888,11729.806999999999,355.252,1620.7530000000002,0.0,1660.5760000000002,0.0,592.27,471.658,1859.479,0.0,0.0,722.6049999999997,0.0
6212,618,6783.4490000000005,11,0.0,0.0,0.0,4437.412000000001,534.346,1232.9610000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.7300000000001,0.0
6213,653,3569.2410000000004,19,0.0,0.0,0.0,608.25,0.0,2709.950000000001,0.0,0.0,0.0,0.0,0.0,251.041,0.0,0.0,0.0,0.0
6214,481,4592.829000000001,9,0.0,0.0,0.0,0.0,0.0,1901.455,0.0,0.0,0.0,0.0,2199.6859999999997,0.0,0.0,0.0,491.68800000000005,0.0
6215,1050,21649.735,3,0.0,11577.757,1184.557,4623.774,0.0,0.0,0.0,4263.647000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6216,304,3197.391,22,0.0,0.0,0.0,1754.0300000000002,363.241,484.401,0.0,595.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6217,593,4977.128,1,0.0,0.0,0.0,0.0,0.0,2261.058,0.0,0.0,0.0,0.0,2224.3819999999996,0.0,0.0,0.0,491.68800000000005,0.0
6218,660,2019.755,13,0.0,0.0,0.0,0.0,0.0,1299.6559999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.099,0.0
6219,409,4144.198,12,0.0,0.0,0.0,0.0,0.0,973.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3170.3589999999995,0.0
6220,395,4709.329,18,0.0,0.0,0.0,1390.9189999999999,0.0,3318.4100000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6221,623,8091.714999999999,20,0.0,0.0,0.0,5021.596000000002,0.0,1272.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798.0359999999998,0.0
6222,891,11581.190999999999,15,0.0,0.0,0.0,9778.257000000001,0.0,0.0,0.0,0.0,0.0,0.0,1802.9340000000002,0.0,0.0,0.0,0.0,0.0
6223,737,13140.053999999998,19,0.0,0.0,0.0,11721.472000000002,0.0,13.751,0.0,0.0,0.0,0.0,1340.0589999999997,0.0,0.0,0.0,64.77199999999999,0.0
6224,437,6745.814,21,0.0,0.0,0.0,4465.628000000001,1066.21,0.0,0.0,658.0279999999999,0.0,0.0,0.0,0.0,0.0,0.0,555.9480000000001,0.0
