"","x"
"1688",315
"1689",315
"1690",315
"1691",316
"1692",316
"1693",316
"1694",316
"1695",317
"1696",317
"1697",317
"1698",317
"1699",317
"1700",0
"1701",0
"1702",0
"1703",318
"1704",318
"1705",318
"1706",319
"1707",319
"1708",319
"1709",319
"1710",319
"1711",319
"1712",319
"1713",320
"1714",320
"1715",320
"1716",321
"1717",321
"1718",321
"1719",322
"1720",322
"1721",323
"1722",323
"1723",323
"1724",323
"1725",323
"1726",324
"1727",324
"1728",324
"1729",0
"1730",0
"1731",0
"1732",0
"1733",0
"1734",0
"1735",0
"1736",0
"1737",325
"1738",325
"1739",325
"1740",325
"1741",325
"1742",325
"1743",326
"1744",326
"1745",326
"1746",327
"1747",327
"1748",327
"1749",328
"1750",328
"1751",0
"1752",329
"1753",329
"1754",329
"1755",0
"1756",330
"1757",330
"1758",330
"1759",330
"1760",330
"1761",330
"1762",0
"1763",331
"1764",331
"1765",331
"1766",331
"1767",331
"1768",331
"1769",0
"1770",0
"1771",0
"1772",0
"1773",0
"1774",0
"1775",0
"1776",0
"1777",0
"1778",0
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",0
"1785",332
"1786",332
"1787",332
"1788",333
"1789",333
"1790",333
"1791",334
"1792",334
"1793",335
"1794",335
"1795",335
"1796",335
"1797",335
"1798",335
"1799",335
"1800",336
"1801",336
"1802",0
"1803",337
"1804",337
"1805",0
"1806",0
"1807",0
"1808",0
"1809",0
"1810",0
"1811",0
"1812",0
"1813",0
"1814",0
"1815",338
"1816",338
"1817",338
"1818",339
"1819",339
"1820",340
"1821",340
"1822",340
"1823",341
"1824",341
"1825",341
"1826",341
"1827",341
"1828",341
"1829",342
"1830",342
"1831",342
"1832",0
"1833",0
"1834",0
"1835",0
"1836",0
"1837",0
"1838",0
"1839",0
"1840",0
"1841",343
"1842",343
"1843",343
"1844",343
"1845",343
"1846",343
"1847",0
"1848",344
"1849",344
"1850",344
"1851",344
"1852",345
"1853",345
"1854",345
"1855",345
"1856",0
"1857",0
"1858",346
"1859",346
"1860",346
"1861",346
"1862",347
"1863",347
"1864",347
"1865",347
"1866",0
"1867",348
"1868",348
"1869",348
"1870",349
"1871",349
"1872",350
"1873",350
"1874",350
"1875",351
"1876",351
"1877",351
"1878",351
"1879",351
"1880",0
"1881",352
"1882",352
"1883",352
"1884",0
"1885",353
"1886",353
"1887",353
"1888",0
"1889",354
"1890",354
"1891",354
"1892",355
"1893",355
"1894",356
"1895",356
"1896",0
"1897",0
"1898",357
"1899",357
"1900",357
"1901",358
"1902",358
"1903",358
"1904",358
"1905",358
"1906",0
"1907",0
"1908",0
"1909",0
"1910",0
"1911",0
"1912",0
"1913",0
"1914",0
"1915",0
"1916",0
"1917",0
"1918",0
"1919",0
"1920",0
"1921",0
"1922",0
"1923",0
"1924",0
"1925",0
"1926",359
"1927",359
"1928",359
"1929",360
"1930",360
"1931",0
"1932",0
"1933",0
"1934",0
"1935",0
"1936",0
"1937",0
"1938",0
"1939",0
"1940",0
"1941",0
"1942",0
"1943",0
"1944",0
"1945",0
"1946",0
"1947",0
"1948",0
"1949",0
"1950",0
"1951",0
"1952",0
"1953",361
"1954",361
"1955",361
"1956",362
"1957",362
"1958",363
"1959",363
"1960",363
"1961",363
"1962",363
"1963",363
"1964",363
"1965",363
"1966",364
"1967",364
"1968",364
"1969",364
"1970",365
"1971",365
"1972",365
"1973",365
"1974",365
"1975",366
"1976",366
"1977",0
"1978",367
"1979",367
"1980",367
"1981",367
"1982",367
"1983",0
"1984",0
"1985",368
"1986",368
"1987",369
"1988",369
"1989",370
"1990",370
"1991",370
"1992",370
"1993",370
"1994",0
"1995",0
"1996",371
"1997",371
"1998",372
"1999",372
"2000",372
"2001",373
"2002",373
"2003",373
"2004",373
"2005",0
"2006",374
"2007",374
"2008",374
"2009",375
"2010",375
"2011",375
"2012",375
"2013",376
"2014",376
"2015",376
"2016",376
"2017",377
"2018",377
"2019",377
