"","x"
"1772",0
"1773",566
"1774",566
"1775",567
"1776",567
"1777",568
"1778",568
"1779",569
"1780",569
"1781",569
"1782",569
"1783",569
"1784",570
"1785",570
"1786",570
"1787",571
"1788",571
"1789",571
"1790",572
"1791",572
"1792",572
"1793",572
"1794",573
"1795",573
"1796",574
"1797",574
"1798",575
"1799",575
"1800",575
"1801",576
"1802",576
"1803",576
"1804",577
"1805",577
"1806",577
"1807",577
"1808",578
"1809",578
"1810",578
"1811",579
"1812",579
"1813",579
"1814",580
"1815",580
"1816",580
"1817",0
"1818",581
"1819",581
"1820",581
"1821",0
"1822",582
"1823",582
"1824",0
"1825",583
"1826",583
"1827",583
"1828",584
"1829",584
"1830",0
"1831",585
"1832",585
"1833",585
"1834",586
"1835",586
"1836",587
"1837",587
"1838",588
"1839",588
"1840",588
"1841",589
"1842",589
"1843",589
"1844",590
"1845",590
"1846",0
"1847",591
"1848",591
"1849",591
"1850",0
"1851",592
"1852",592
"1853",592
"1854",593
"1855",593
"1856",594
"1857",594
"1858",0
"1859",595
"1860",595
"1861",595
"1862",596
"1863",596
"1864",596
"1865",597
"1866",597
"1867",598
"1868",598
"1869",598
"1870",598
"1871",599
"1872",599
"1873",599
"1874",0
"1875",600
"1876",600
"1877",600
"1878",600
"1879",600
"1880",0
"1881",601
"1882",601
"1883",601
"1884",602
"1885",602
"1886",0
"1887",0
"1888",603
"1889",603
"1890",603
"1891",0
"1892",604
"1893",604
"1894",604
"1895",605
"1896",605
"1897",605
"1898",606
"1899",606
"1900",606
"1901",606
"1902",606
"1903",607
"1904",607
"1905",607
"1906",608
"1907",608
"1908",609
"1909",609
"1910",609
"1911",0
"1912",610
"1913",610
"1914",610
"1915",610
"1916",610
"1917",611
"1918",611
"1919",0
"1920",0
"1921",612
"1922",612
"1923",613
"1924",613
"1925",613
"1926",0
"1927",614
"1928",614
"1929",614
"1930",615
"1931",615
"1932",615
"1933",616
"1934",616
"1935",616
"1936",616
"1937",616
"1938",617
"1939",617
"1940",617
"1941",618
"1942",618
"1943",619
"1944",619
"1945",0
"1946",620
"1947",620
"1948",620
"1949",621
"1950",621
"1951",0
"1952",0
"1953",622
"1954",622
"1955",622
"1956",623
"1957",623
"1958",623
"1959",624
"1960",624
"1961",624
"1962",625
"1963",625
"1964",626
"1965",626
"1966",626
"1967",627
"1968",627
"1969",628
"1970",628
"1971",629
"1972",629
"1973",630
"1974",630
"1975",630
"1976",631
"1977",631
"1978",631
"1979",632
"1980",632
"1981",632
"1982",633
"1983",633
"1984",633
"1985",634
"1986",634
"1987",634
"1988",634
"1989",634
"1990",634
"1991",635
"1992",635
"1993",0
"1994",636
"1995",636
"1996",636
"1997",0
"1998",637
"1999",637
"2000",638
"2001",638
"2002",639
"2003",639
"2004",639
"2005",640
"2006",640
"2007",0
"2008",641
"2009",641
"2010",642
"2011",642
"2012",643
"2013",643
"2014",643
"2015",644
"2016",644
"2017",644
"2018",645
"2019",645
"2020",645
"2021",646
"2022",646
"2023",0
"2024",647
"2025",647
"2026",648
"2027",648
"2028",648
"2029",649
"2030",649
"2031",650
"2032",650
"2033",650
"2034",651
"2035",651
"2036",651
"2037",651
"2038",651
"2039",652
"2040",652
"2041",653
"2042",653
"2043",653
"2044",654
"2045",654
"2046",0
"2047",655
"2048",655
"2049",0
"2050",656
"2051",656
"2052",656
"2053",0
"2054",657
"2055",657
"2056",657
"2057",658
"2058",658
"2059",659
"2060",659
"2061",659
"2062",660
"2063",660
"2064",660
"2065",0
"2066",0
"2067",661
"2068",661
"2069",661
"2070",662
"2071",662
"2072",663
"2073",663
"2074",663
"2075",0
"2076",0
"2077",664
"2078",664
"2079",664
"2080",665
"2081",665
"2082",665
"2083",666
"2084",666
"2085",666
"2086",667
"2087",667
"2088",667
"2089",0
"2090",668
"2091",668
"2092",669
"2093",669
"2094",669
"2095",670
"2096",670
"2097",670
"2098",670
"2099",671
"2100",671
"2101",672
"2102",672
"2103",0
"2104",673
"2105",673
"2106",673
"2107",674
"2108",674
"2109",674
"2110",675
"2111",675
"2112",675
"2113",676
"2114",676
"2115",676
"2116",677
"2117",677
"2118",677
"2119",678
"2120",678
"2121",678
"2122",0
"2123",679
"2124",679
"2125",680
"2126",680
"2127",680
"2128",680
"2129",680
"2130",0
"2131",681
"2132",681
"2133",681
"2134",682
"2135",682
"2136",682
"2137",683
"2138",683
"2139",683
"2140",683
"2141",684
"2142",684
"2143",0
"2144",0
"2145",0
"2146",685
"2147",685
"2148",685
"2149",686
"2150",686
"2151",687
"2152",687
"2153",687
"2154",0
"2155",688
"2156",688
"2157",688
"2158",689
"2159",689
"2160",689
"2161",689
"2162",690
"2163",690
"2164",691
"2165",691
"2166",691
"2167",692
"2168",692
"2169",692
"2170",693
"2171",693
"2172",693
"2173",0
"2174",694
"2175",694
"2176",0
"2177",695
"2178",695
"2179",695
"2180",696
"2181",696
"2182",696
"2183",697
"2184",697
"2185",698
"2186",698
"2187",698
"2188",699
"2189",699
"2190",0
"2191",700
"2192",700
"2193",700
"2194",700
"2195",701
"2196",701
"2197",701
"2198",702
"2199",702
"2200",702
"2201",703
"2202",703
"2203",703
"2204",704
"2205",704
"2206",705
"2207",705
"2208",705
"2209",706
"2210",706
"2211",707
"2212",707
"2213",707
"2214",708
"2215",708
"2216",708
"2217",709
"2218",709
"2219",710
"2220",710
"2221",710
"2222",710
"2223",711
"2224",711
"2225",711
"2226",712
"2227",712
"2228",712
"2229",713
"2230",713
"2231",714
"2232",714
"2233",0
"2234",0
"2235",0
"2236",0
"2237",0
"2238",0
"2239",0
"2240",715
"2241",715
"2242",715
"2243",0
"2244",716
"2245",716
"2246",716
"2247",717
"2248",717
"2249",718
"2250",718
"2251",719
"2252",719
"2253",719
"2254",0
"2255",720
"2256",720
"2257",720
"2258",721
"2259",721
"2260",0
"2261",722
"2262",722
"2263",722
"2264",0
